1084,1
2168,5
3252,6
4335,6
5419,6
6503,6
7587,7
8671,7
9755,7
10839,7
11923,7
13006,7
14090,7
15174,7
16258,7
17342,7
18426,7
19510,7
20593,7
21677,7
22761,7
23845,7
